territoireJeuDonnees,nomScientifiqueRef,nomCite,regne,classe,genre,espece,dateObservation,datePrecision,decennie,annee,mois,dateDetermination,latitude,longitude,precisionGeometrieMetres,commune,departement,region,altitudeMin,atitudeMax,especeEvalueeLR,statutBiogeoEspeceTaxref
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-04-30T00:00:00Z,DAY,2010,2019,4,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2013-07-10T00:00:00Z,DAY,2010,2013,7,,43.50415,6.89508,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-12-01T00:00:00Z,DAY,2010,2011,12,,43.84464,7.41636,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Occitanie,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2019-04-19T00:00:00Z,DAY,2010,2019,4,,43.62559,4.30591,10025,Vauvert,Gard,Occitanie,3.0,3.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2015-09-08T00:00:00Z,DAY,2010,2015,9,,-21.09184,55.64931,14129,Saint-Benoît,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2013-06-18T00:00:00Z,DAY,2010,2013,6,,47.95417,-4.3601,10,Pouldreuzic,Finistere,Bretagne,,,true,Introduit
Occitanie,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-09-26T00:00:00Z,DAY,2010,2013,9,,43.83208,3.75692,3679,Notre-Dame-de-Londres,Herault,Occitanie,200.0,200.0,true,Present (indigene ou indetermine)
France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2002-02-17T00:00:00Z,DAY,2000,2002,2,,43.37499,5.03511,5000,,Bouches-du-Rhone (mer territoriale),Facade Mediterranee,,,true,Present (indigene ou indetermine)
Occitanie,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2021-09-15T00:00:00Z,DAY,2020,2021,9,,44.35960,1.87048,3338,Laramiere,Lot,Occitanie,,,true,Introduit
France | Hors territoire,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-11-12T00:00:00Z,DAY,2010,2018,11,,44.46443,1.77869,,Calvignac,Lot,Occitanie,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2015-02-12T00:00:00Z,DAY,2010,2015,2,,-21.2322,55.46455,,Entre-Deux,Reunion,La Reunion,501.0,684.0,,Introduit envahissant
Corse | France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2013-05-22T00:00:00Z,DAY,2010,2013,5,,41.43501,9.18567,9683,Bonifacio,Corse-du-Sud,Corse,234.0,234.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-08-24T00:00:00Z,DAY,2010,2017,8,,-21.11967,55.49108,,Cilaos,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-04-19T00:00:00Z,DAY,2010,2019,4,,43.11954,0.63365,65,Bordes-de-Riviere,Haute-Garonne,Occitanie,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2021-07-24T00:00:00Z,DAY,2020,2021,7,29/07/2021,48.71806,-3.50361,,Ploulec'h,Cotes-d'Armor,Bretagne,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2010-06-05T00:00:00Z,DAY,2010,2010,6,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-14T00:00:00Z,DAY,2020,2020,6,,45.58863,4.05782,65,Écotay-l'Olme,Loire,Auvergne-Rhone-Alpes,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-10-05T00:00:00Z,DAY,2010,2019,10,,48.29802,-0.59851,,Mayenne,Mayenne,Pays de la Loire,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-03-30T00:00:00Z,DAY,2010,2016,3,,43.50892,-0.54127,3010,Morlanne,Pyrenees-Atlantiques,Nouvelle-Aquitaine,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-18T00:00:00Z,DAY,2020,2020,7,,43.7136,7.05005,16,Tourrettes-sur-Loup,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-07-14T00:00:00Z,DAY,2010,2016,7,,48.12044,-1.66797,,Rennes,Ille-et-Vilaine,Bretagne,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2010-02-07T00:00:00Z,DAY,2010,2010,2,,43.75974,7.28546,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-12-08T00:00:00Z,DAY,2000,2009,12,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-12-01T00:00:00Z,DAY,2000,2009,12,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-27T00:00:00Z,DAY,2000,2009,11,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-04-15T00:00:00Z,DAY,2010,2010,4,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-09-02T00:00:00Z,DAY,2010,2016,9,,-21.19222,55.75457,9827,Sainte-Rose,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-05-10T00:00:00Z,DAY,2020,2020,5,,47.89142,1.02978,,Danze,Loir-et-Cher,Centre-Val de Loire,,,true,Introduit
France | Hors territoire,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-07-27T00:00:00Z,DAY,2010,2014,7,,48.39770,-4.48488,,Brest,Finistere,Bretagne,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-10-04T00:00:00Z,DAY,2010,2019,10,,44.82309,1.11328,,Castelnaud-la-Chapelle,Dordogne,Nouvelle-Aquitaine,,,true,Introduit
France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2013-04-26T00:00:00Z,DAY,2010,2013,4,,43.54676,4.66195,23811,Arles,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2008-10-22T00:00:00Z,DAY,2000,2008,10,,-20.91953,55.36826,,Possession,Reunion,La Reunion,335.0,410.0,,Introduit envahissant
Occitanie,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-27T00:00:00Z,DAY,2010,2013,10,,43.78223,4.00841,3210,Galargues,Herault,Occitanie,57.0,57.0,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-25T00:00:00Z,DAY,2010,2013,10,,43.51274,6.64814,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-25T00:00:00Z,DAY,2010,2013,10,,43.59838,6.77753,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-25T00:00:00Z,DAY,2010,2013,10,,43.59838,6.77753,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-20T00:00:00Z,DAY,2010,2013,10,,43.15734,6.50271,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-16T00:00:00Z,DAY,2010,2013,10,,43.27749,5.40116,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-27T00:00:00Z,DAY,2010,2013,10,,43.51274,6.64814,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-02-12T00:00:00Z,DAY,2010,2019,2,,-21.19222,55.75457,9827,Sainte-Rose,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-08T00:00:00Z,DAY,2010,2013,10,,43.61200,4.85637,12638,Saint-Martin-de-Crau,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Occitanie,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-11-03T00:00:00Z,DAY,2010,2013,11,,43.70744,3.86490,2887,Prades-le-Lez,Herault,Occitanie,79.0,79.0,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-10-19T00:00:00Z,DAY,2020,2020,10,,47.59034,-2.44852,,Noyal-Muzillac,Morbihan,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-11-01T00:00:00Z,DAY,2010,2013,11,,43.42287,6.64244,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-11-01T00:00:00Z,DAY,2010,2013,11,,43.42287,6.64244,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-11-01T00:00:00Z,DAY,2010,2013,11,,43.42287,6.64244,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-28T00:00:00Z,DAY,2020,2020,6,,47.11982,-1.0089,19,Sevremoine,Maine-et-Loire,Pays de la Loire,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-08-20T00:00:00Z,DAY,2010,2016,8,,48.38663,-2.41355,16,Plenee-Jugon,Cotes-d'Armor,Bretagne,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-05-15T00:00:00Z,DAY,2010,2014,5,15/05/2014,48.4143,-4.49622,,Brest,Finistere,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-11-14T00:00:00Z,DAY,2010,2013,11,,43.24720,6.50817,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2005-05-19T00:00:00Z,DAY,2000,2005,5,,-21.06897,55.36992,,Saint-Paul,Reunion,La Reunion,1822.0,1904.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-05-14T00:00:00Z,DAY,2010,2014,5,,48.38919,-4.48740,,Brest,Finistere,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-09-15T00:00:00Z,DAY,2010,2010,9,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-09-15T00:00:00Z,DAY,2010,2010,9,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-03T00:00:00Z,DAY,2020,2020,9,,45.89815,4.83293,65,Genay,Rhone,Auvergne-Rhone-Alpes,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-11-18T00:00:00Z,DAY,2010,2013,11,,43.34100,6.39051,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France | Hors territoire,Bellis annua,Bellis annua L. [1753],Plantae,Equisetopsida,Bellis,Bellis annua,2013-04-25T00:00:00Z,DAY,2010,2013,4,,42.68056,9.30416,,Saint-Florent,Haute-Corse,Corse,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-04-17T00:00:00Z,DAY,2020,2020,4,,43.58626,6.99278,6,Mougins,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-06-21T00:00:00Z,DAY,2010,2011,6,,-21.08962,55.46134,,Cilaos,Reunion,La Reunion,2945.0,2945.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-10-20T00:00:00Z,DAY,2010,2019,10,,48.11499,-1.66807,65,Rennes,Ille-et-Vilaine,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-07-06T00:00:00Z,DAY,2010,2011,7,,-21.14384,55.45880,6052,Cilaos,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-06-10T00:00:00Z,DAY,2010,2010,6,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-03-11T00:00:00Z,DAY,2010,2012,3,,-21.09184,55.64931,14129,Saint-Benoît,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-12T00:00:00Z,DAY,2000,2009,11,,43.84464,7.41636,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-10T00:00:00Z,DAY,2000,2009,11,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2009-11-12T00:00:00Z,DAY,2000,2009,11,,43.84464,7.41636,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-15T00:00:00Z,DAY,2020,2020,7,,48.54898,-1.75608,65,Dol-de-Bretagne,Ille-et-Vilaine,Bretagne,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-02T00:00:00Z,DAY,2020,2020,8,,49.17131,-0.39634,65,Caen,Calvados,Normandie,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-10-26T00:00:00Z,DAY,2010,2013,10,,43.36165,5.65139,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Corse | France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2013-05-23T00:00:00Z,DAY,2010,2013,5,,41.43501,9.18567,9683,Bonifacio,Corse-du-Sud,Corse,94.0,94.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-12-11T00:00:00Z,DAY,2010,2017,12,,-21.16607,55.33328,7561,Saint-Leu,Reunion,La Reunion,,,,Introduit envahissant
France | Hors territoire,Bellis annua,Bellis annua L. [1753],Plantae,Equisetopsida,Bellis,Bellis annua,2013-05-07T00:00:00Z,DAY,2010,2013,5,,43.36406,6.42864,,Vidauban,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-10-17T00:00:00Z,DAY,2010,2014,10,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2009-11-12T00:00:00Z,DAY,2000,2009,11,,43.84464,7.41636,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2005-04-13T00:00:00Z,DAY,2000,2005,4,,-21.18765,55.70816,,Sainte-Rose,Reunion,La Reunion,1713.0,1736.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-16T00:00:00Z,DAY,2020,2020,6,,47.63929,-2.94764,10,Bono,Morbihan,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-16T00:00:00Z,DAY,2000,2009,11,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-16T00:00:00Z,DAY,2000,2009,11,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2015-03-12T00:00:00Z,DAY,2010,2015,3,,-21.19222,55.75457,9827,Sainte-Rose,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-16T00:00:00Z,DAY,2000,2009,11,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-17T00:00:00Z,DAY,2000,2009,11,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Occitanie,Erigeron karvinskianus,Erigeron karwinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2006-01-01T00:00:00Z,DAY_RANGE,2000,2006,1,,43.46910,0.04440,3874,Maubourguet,Hautes-Pyrenees,Occitanie,175.0,175.0,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-07-28T00:00:00Z,DAY,2010,2019,7,,42.68851,9.32263,32,Saint-Florent,Haute-Corse,Corse,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-04-26T00:00:00Z,DAY,2010,2017,4,,-21.19337,55.43436,,Saint-Louis,Reunion,La Reunion,1239.0,1429.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-03-18T00:00:00Z,DAY,2010,2011,3,,-21.30627,55.64198,10793,Saint-Joseph,Reunion,La Reunion,,,,Introduit envahissant
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-04-01T00:00:00Z,DAY_RANGE,2000,2003,4,,42.82222,9.35463,2388,Ogliastro,Haute-Corse,Corse,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-12-23T00:00:00Z,DAY,2010,2011,12,,-21.30627,55.64198,10793,Saint-Joseph,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-09-04T00:00:00Z,DAY,2010,2018,9,,48.92964,2.35929,2814,Saint-Denis,Seine-Saint-Denis,Île-de-France,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-12-23T00:00:00Z,DAY,2010,2011,12,,-21.30627,55.64198,10793,Saint-Joseph,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-05-12T00:00:00Z,DAY,2010,2014,5,12/05/2014,48.40212,-4.49629,,Brest,Finistere,Bretagne,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-28T00:00:00Z,DAY,2020,2020,8,,44.93355,1.01567,64,Eyzies,Dordogne,Nouvelle-Aquitaine,,,true,Introduit
Corse | France metropolitaine,Bellis bernardii,Bellis bernardii Boiss. & Reuter,Plantae,Equisetopsida,Bellis,Bellis bernardii,2012-08-28T00:00:00Z,DAY,2010,2012,8,,42.27021,9.08308,11637,Corte,Haute-Corse,Corse,1895.0,1909.0,true,Endemique
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-04-21T00:00:00Z,DAY,2010,2010,4,,43.67470,7.15495,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2007-10-09T00:00:00Z,DAY,2000,2007,10,,-21.20068,55.45109,,Saint-Louis,Reunion,La Reunion,332.0,592.0,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-08-12T00:00:00Z,DAY,2010,2016,8,,42.90124,-0.02835,100,Saligos,Hautes-Pyrenees,Occitanie,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-04-17T00:00:00Z,DAY,2010,2018,4,,43.93969,-1.32530,6427,Vielle-Saint-Girons,Landes,Nouvelle-Aquitaine,,,true,Introduit
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2019-02-20T00:00:00Z,DAY,2010,2019,2,,42.68642,9.42513,2765,Bastia,Haute-Corse,Corse,910.0,919.0,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2006-05-23T00:00:00Z,DAY,2000,2006,5,,-21.1599,55.30636,,Saint-Leu,Reunion,La Reunion,421.0,465.0,,Introduit envahissant
